portfolio_symbol,symbol,lead_symbol,signal_time,entry_time,exit_time,direction,entry_z,signal_target_close,signal_target_vwap,signal_qqq_close,signal_qqq_vwap,signal_fair_target,entry_reference,entry_price,exit_reference,exit_price,shares,notional_usd,stop_usd_per_share,target_usd_per_share,gross_risk_usd,gross_reward_usd,reward_to_risk,stop_price,target_price,exit_reason,duration_bars,gross_pnl,slippage,commissions,costs,net_pnl,portfolio_gross_pnl,portfolio_slippage,portfolio_commissions,portfolio_costs,portfolio_net_pnl
NVDA,NVDA,QQQ,2026-07-08 12:12:00-04:00,2026-07-08 12:13:00-04:00,2026-07-08 14:58:00-04:00,SHORT,2.6897422458,198.5492000000,197.5907320276,705.1200000000,705.8696090470,197.4468950513,198.5699000000,198.5301860200,203.8199000000,203.8606639800,100,19853.0186020000,5.2500000000,1.2500000000,525.0000000000,125.0000000000,0.2380952381,203.8199000000,197.3199000000,STOP,165,-525.0000000000,8.0477960000,0.7000000000,8.7477960000,-533.7477960000,-131.2500000000,2.0119490000,0.1750000000,2.1869490000,-133.4369490000
NVDA,NVDA,QQQ,2026-07-08 14:58:00-04:00,2026-07-08 14:59:00-04:00,2026-07-08 15:59:00-04:00,SHORT,2.9429943784,203.7700000000,199.5482669070,709.6450000000,706.8833454383,200.0826629137,203.7600000000,203.7192480000,204.1350000000,204.1758270000,98,19964.4863040000,5.2500000000,1.2500000000,514.5000000000,122.5000000000,0.2380952381,209.0100000000,202.5100000000,FORCED_EOD,60,-36.7500000000,7.9947420000,0.6860000000,8.6807420000,-45.4307420000,-9.1875000000,1.9986855000,0.1715000000,2.1701855000,-11.3576855000
NVDA,NVDA,QQQ,2026-07-09 13:07:00-04:00,2026-07-09 13:08:00-04:00,2026-07-09 15:59:00-04:00,SHORT,3.3762947923,203.0850000000,201.4827235339,723.0700000000,720.1800455309,202.1073946569,203.0900000000,203.0493820000,202.7563000000,202.7968512600,98,19898.8394360000,5.2500000000,1.2500000000,514.5000000000,122.5000000000,0.2380952381,208.3400000000,201.8400000000,FORCED_EOD,171,32.7026000000,7.9545874800,0.6860000000,8.6405874800,24.0620125200,8.1756500000,1.9886468700,0.1715000000,2.1601468700,6.0155031300
NVDA,NVDA,QQQ,2026-07-10 12:23:00-04:00,2026-07-10 12:24:00-04:00,2026-07-10 15:59:00-04:00,SHORT,2.6111122775,210.3800000000,207.1024589150,724.9800000000,722.2360721906,207.2598241363,210.3799000000,210.3378240200,210.9600000000,211.0021920000,95,19982.0932819000,5.2500000000,1.2500000000,498.7500000000,118.7500000000,0.2380952381,215.6299000000,209.1299000000,FORCED_EOD,215,-55.1095000000,8.0054581000,0.6650000000,8.6704581000,-63.7799581000,-13.7773750000,2.0013645250,0.1662500000,2.1676145250,-15.9449895250
NVDA,NVDA,QQQ,2026-07-13 12:01:00-04:00,2026-07-13 12:02:00-04:00,2026-07-13 15:59:00-04:00,LONG,-2.6384670480,206.3750000000,208.1763244981,715.2100000000,715.7542429194,208.1446660087,206.3700000000,206.4112740000,203.5000000000,203.4593000000,96,19815.4823040000,5.2500000000,1.2500000000,504.0000000000,120.0000000000,0.2380952381,201.1200000000,207.6200000000,FORCED_EOD,237,-275.5200000000,7.8695040000,0.6720000000,8.5415040000,-284.0615040000,-68.8800000000,1.9673760000,0.1680000000,2.1353760000,-71.0153760000
NVDA,NVDA,QQQ,2026-07-14 12:20:00-04:00,2026-07-14 12:21:00-04:00,2026-07-14 15:59:00-04:00,SHORT,2.9285611879,209.3600000000,206.7507565743,718.7000000000,718.9856964324,206.6825885667,209.3700000000,209.3281260000,211.7900000000,211.8323580000,95,19886.1719700000,5.2500000000,1.2500000000,498.7500000000,118.7500000000,0.2380952381,214.6200000000,208.1200000000,FORCED_EOD,218,-229.9000000000,8.0020400000,0.6650000000,8.6670400000,-238.5670400000,-57.4750000000,2.0005100000,0.1662500000,2.1667600000,-59.6417600000
NVDA,NVDA,QQQ,2026-07-15 12:07:00-04:00,2026-07-15 12:08:00-04:00,2026-07-15 13:08:00-04:00,LONG,-2.7698254121,207.0368000000,210.3278423322,712.4460000000,717.7135585459,208.2052399123,207.0250000000,207.0664050000,208.2750000000,208.2333450000,96,19878.3748800000,5.2500000000,1.2500000000,504.0000000000,120.0000000000,0.2380952381,201.7750000000,208.2750000000,TAKE_PROFIT_BRACKET,60,120.0000000000,7.9737600000,0.6720000000,8.6457600000,111.3542400000,30.0000000000,1.9934400000,0.1680000000,2.1614400000,27.8385600000
NVDA,NVDA,QQQ,2026-07-15 13:08:00-04:00,2026-07-15 13:09:00-04:00,2026-07-15 15:59:00-04:00,SHORT,3.3661238579,208.2400000000,209.5256563313,713.9200000000,716.0614519527,208.6640499287,208.2500000000,208.2083500000,212.4900000000,212.5324980000,96,19988.0016000000,5.2500000000,1.2500000000,504.0000000000,120.0000000000,0.2380952381,213.5000000000,207.0000000000,FORCED_EOD,170,-407.0400000000,8.0782080000,0.6720000000,8.7502080000,-415.7902080000,-101.7600000000,2.0195520000,0.1680000000,2.1875520000,-103.9475520000
NVDA,NVDA,QQQ,2026-07-16 14:48:00-04:00,2026-07-16 14:49:00-04:00,2026-07-16 15:40:00-04:00,SHORT,2.9368843968,207.3200000000,207.4441353833,706.7450000000,708.9825598439,206.5405590688,207.3100000000,207.2685380000,206.0600000000,206.1012120000,96,19897.7796480000,5.2500000000,1.2500000000,504.0000000000,120.0000000000,0.2380952381,212.5600000000,206.0600000000,TAKE_PROFIT_BRACKET,51,120.0000000000,7.9367040000,0.6720000000,8.6087040000,111.3912960000,30.0000000000,1.9841760000,0.1680000000,2.1521760000,27.8478240000
NVDA,NVDA,QQQ,2026-07-16 15:42:00-04:00,2026-07-16 15:43:00-04:00,2026-07-16 15:57:00-04:00,LONG,-2.5403741991,206.1250000000,207.3581122036,704.4700000000,708.2409929802,205.8343392395,206.1250000000,206.1662250000,207.3750000000,207.3335250000,97,19998.1238250000,5.2500000000,1.2500000000,509.2500000000,121.2500000000,0.2380952381,200.8750000000,207.3750000000,TAKE_PROFIT_BRACKET,14,121.2500000000,8.0219000000,0.6790000000,8.7009000000,112.5491000000,30.3125000000,2.0054750000,0.1697500000,2.1752250000,28.1372750000
NVDA,NVDA,QQQ,2026-07-17 11:54:00-04:00,2026-07-17 11:55:00-04:00,2026-07-17 13:06:00-04:00,LONG,-2.9689541750,204.9950000000,202.4146730989,698.2600000000,693.6719200865,205.9992807427,205.0000000000,205.0410000000,206.2500000000,206.2087500000,97,19888.9770000000,5.2500000000,1.2500000000,509.2500000000,121.2500000000,0.2380952381,199.7500000000,206.2500000000,TAKE_PROFIT_BRACKET,71,121.2500000000,7.9782500000,0.6790000000,8.6572500000,112.5927500000,30.3125000000,1.9945625000,0.1697500000,2.1643125000,28.1481875000
NVDA,NVDA,QQQ,2026-07-17 13:42:00-04:00,2026-07-17 13:43:00-04:00,2026-07-17 14:06:00-04:00,SHORT,2.6079665842,205.2300000000,203.0654103726,699.9150000000,695.6100690181,206.4302088776,205.2300000000,205.1889540000,203.9800000000,204.0207960000,97,19903.3285380000,5.2500000000,1.2500000000,509.2500000000,121.2500000000,0.2380952381,210.4800000000,203.9800000000,TAKE_PROFIT_BRACKET,23,121.2500000000,7.9386740000,0.6790000000,8.6176740000,112.6323260000,30.3125000000,1.9846685000,0.1697500000,2.1544185000,28.1580815000
NVDA,NVDA,QQQ,2026-07-17 14:43:00-04:00,2026-07-17 14:44:00-04:00,2026-07-17 15:17:00-04:00,SHORT,2.6911131811,202.9300000000,203.1465040910,696.2000000000,695.8683233401,203.4057548121,202.9100000000,202.8694180000,201.6600000000,201.7003320000,98,19881.2029640000,5.2500000000,1.2500000000,514.5000000000,122.5000000000,0.2380952381,208.1600000000,201.6600000000,TAKE_PROFIT_BRACKET,33,122.5000000000,7.9295720000,0.6860000000,8.6155720000,113.8844280000,30.6250000000,1.9823930000,0.1715000000,2.1538930000,28.4711070000
NVDA,NVDA,QQQ,2026-07-17 15:25:00-04:00,2026-07-17 15:26:00-04:00,2026-07-17 15:59:00-04:00,SHORT,2.7260820946,202.0700000000,203.1097594007,694.3400000000,695.8853964602,201.9020686001,202.0580000000,202.0175884000,202.6400000000,202.6805280000,99,19999.7412516000,5.2500000000,1.2500000000,519.7500000000,123.7500000000,0.2380952381,207.3080000000,200.8080000000,FORCED_EOD,33,-57.6180000000,8.0130204000,0.6930000000,8.7060204000,-66.3240204000,-14.4045000000,2.0032551000,0.1732500000,2.1765051000,-16.5810051000
NVDA,NVDA,QQQ,2026-07-20 13:36:00-04:00,2026-07-20 13:37:00-04:00,2026-07-20 15:05:00-04:00,SHORT,2.5861998615,204.0600000000,205.6104646419,699.9200000000,701.7424695003,204.3169995861,204.0400000000,203.9991920000,202.7900000000,202.8305580000,98,19991.9208160000,5.2500000000,1.2500000000,514.5000000000,122.5000000000,0.2380952381,209.2900000000,202.7900000000,TAKE_PROFIT_BRACKET,88,122.5000000000,7.9738680000,0.6860000000,8.6598680000,113.8401320000,30.6250000000,1.9934670000,0.1715000000,2.1649670000,28.4600330000
NVDA,NVDA,QQQ,2026-07-20 15:51:00-04:00,2026-07-20 15:52:00-04:00,2026-07-20 15:59:00-04:00,SHORT,2.5267891333,202.8300000000,205.0068058175,696.6400000000,700.7262788865,202.1109638648,202.8000000000,202.7594400000,203.3800000000,203.4206760000,98,19870.4251200000,5.2500000000,1.2500000000,514.5000000000,122.5000000000,0.2380952381,208.0500000000,201.5500000000,FORCED_EOD,7,-56.8400000000,7.9611280000,0.6860000000,8.6471280000,-65.4871280000,-14.2100000000,1.9902820000,0.1715000000,2.1617820000,-16.3717820000
NVDA,NVDA,QQQ,2026-07-21 12:20:00-04:00,2026-07-21 12:21:00-04:00,2026-07-21 13:42:00-04:00,LONG,-2.5637208482,205.7100000000,206.0189346222,708.9600000000,706.2612165952,207.7866341743,205.7000000000,205.7411400000,206.9500000000,206.9086100000,97,19956.8905800000,5.2500000000,1.2500000000,509.2500000000,121.2500000000,0.2380952381,200.4500000000,206.9500000000,TAKE_PROFIT_BRACKET,81,121.2500000000,8.0054100000,0.6790000000,8.6844100000,112.5655900000,30.3125000000,2.0013525000,0.1697500000,2.1711025000,28.1413975000
NVDA,NVDA,QQQ,2026-07-21 14:37:00-04:00,2026-07-21 14:38:00-04:00,2026-07-21 15:59:00-04:00,SHORT,2.5611101577,206.7650000000,205.9812878102,709.2600000000,707.3900182406,207.2039454169,206.7650000000,206.7236470000,207.1700000000,207.2114340000,96,19845.4701120000,5.2500000000,1.2500000000,504.0000000000,120.0000000000,0.2380952381,212.0150000000,205.5150000000,FORCED_EOD,81,-38.8800000000,7.9475520000,0.6720000000,8.6195520000,-47.4995520000,-9.7200000000,1.9868880000,0.1680000000,2.1548880000,-11.8748880000
NVDA,NVDA,QQQ,2026-07-22 10:55:00-04:00,2026-07-22 10:56:00-04:00,2026-07-22 12:15:00-04:00,SHORT,2.8007522604,208.4692000000,207.1092484376,706.2200000000,706.2508501063,207.0978458481,208.4685000000,208.4268063000,213.7185000000,213.7612437000,95,19800.5465985000,5.2500000000,1.2500000000,498.7500000000,118.7500000000,0.2380952381,213.7185000000,207.2185000000,STOP,79,-498.7500000000,8.0215530000,0.6650000000,8.6865530000,-507.4365530000,-124.6875000000,2.0053882500,0.1662500000,2.1716382500,-126.8591382500
NVDA,NVDA,QQQ,2026-07-22 13:14:00-04:00,2026-07-22 13:15:00-04:00,2026-07-22 15:59:00-04:00,LONG,-2.8053667093,213.4900000000,210.8455872935,708.8600000000,707.2132408524,211.4643876155,213.4900000000,213.5326980000,212.0601000000,212.0176879800,93,19858.5409140000,5.2500000000,1.2500000000,488.2500000000,116.2500000000,0.2380952381,208.2400000000,214.7400000000,FORCED_EOD,164,-132.9807000000,7.9152318600,0.6510000000,8.5662318600,-141.5469318600,-33.2451750000,1.9788079650,0.1627500000,2.1415579650,-35.3867329650
NVDA,NVDA,QQQ,2026-07-23 11:48:00-04:00,2026-07-23 11:49:00-04:00,2026-07-23 15:59:00-04:00,SHORT,2.5489658343,207.5300000000,208.3055338310,689.4650000000,693.3154116977,206.9351041230,207.5200000000,207.4784960000,208.7000000000,208.7417400000,96,19917.9356160000,5.2500000000,1.2500000000,504.0000000000,120.0000000000,0.2380952381,212.7700000000,206.2700000000,FORCED_EOD,250,-113.2800000000,7.9914240000,0.6720000000,8.6634240000,-121.9434240000,-28.3200000000,1.9978560000,0.1680000000,2.1658560000,-30.4858560000
NVDA,NVDA,QQQ,2026-07-24 11:00:00-04:00,2026-07-24 11:01:00-04:00,2026-07-24 11:10:00-04:00,SHORT,2.9695264172,209.8350000000,207.5427989197,688.6750000000,687.1954041839,208.0013774929,209.8400000000,209.7980320000,208.5900000000,208.6317180000,95,19930.8130400000,5.2500000000,1.2500000000,498.7500000000,118.7500000000,0.2380952381,215.0900000000,208.5900000000,TAKE_PROFIT_BRACKET,9,118.7500000000,7.9501700000,0.6650000000,8.6151700000,110.1348300000,29.6875000000,1.9875425000,0.1662500000,2.1537925000,27.5337075000
NVDA,NVDA,QQQ,2026-07-24 12:09:00-04:00,2026-07-24 12:10:00-04:00,2026-07-24 12:41:00-04:00,SHORT,2.5291208534,211.4626000000,208.4239171931,691.9700000000,687.9810155513,209.6640742360,211.4400000000,211.3977120000,210.1900000000,210.2320380000,94,19871.3849280000,5.2500000000,1.2500000000,493.5000000000,117.5000000000,0.2380952381,216.6900000000,210.1900000000,TAKE_PROFIT_BRACKET,31,117.5000000000,7.9266440000,0.6580000000,8.5846440000,108.9153560000,29.3750000000,1.9816610000,0.1645000000,2.1461610000,27.2288390000
NVDA,NVDA,QQQ,2026-07-24 13:58:00-04:00,2026-07-24 13:59:00-04:00,2026-07-24 15:59:00-04:00,LONG,-2.9950382635,209.7599000000,208.9508774680,688.8100000000,688.3291361232,209.1006780294,209.7300000000,209.7719460000,206.9600000000,206.9186080000,95,19928.3348700000,5.2500000000,1.2500000000,498.7500000000,118.7500000000,0.2380952381,204.4800000000,210.9800000000,FORCED_EOD,120,-263.1500000000,7.9171100000,0.6650000000,8.5821100000,-271.7321100000,-65.7875000000,1.9792775000,0.1662500000,2.1455275000,-67.9330275000
NVDA,NVDA,QQQ,2026-07-27 11:15:00-04:00,2026-07-27 11:16:00-04:00,2026-07-27 12:10:00-04:00,LONG,-2.7168154885,197.1700000000,201.0803149658,679.7000000000,683.1861098704,200.2053337227,197.1550000000,197.1944310000,198.4050000000,198.3653190000,101,19916.6375310000,5.2500000000,1.2500000000,530.2500000000,126.2500000000,0.2380952381,191.9050000000,198.4050000000,TAKE_PROFIT_BRACKET,54,126.2500000000,7.9903120000,0.7070000000,8.6973120000,117.5526880000,31.5625000000,1.9975780000,0.1767500000,2.1743280000,29.3881720000
NVDA,NVDA,QQQ,2026-07-27 14:02:00-04:00,2026-07-27 14:03:00-04:00,2026-07-27 15:59:00-04:00,SHORT,2.5948617340,196.9500000000,199.2101990488,679.7100000000,681.5540823466,198.7505581131,196.9450000000,196.9056110000,196.5200000000,196.5593040000,101,19887.4667110000,5.2500000000,1.2500000000,530.2500000000,126.2500000000,0.2380952381,202.1950000000,195.6950000000,FORCED_EOD,116,42.9250000000,7.9479930000,0.7070000000,8.6549930000,34.2700070000,10.7312500000,1.9869982500,0.1767500000,2.1637482500,8.5675017500
NVDA,NVDA,QQQ,2026-07-28 10:36:00-04:00,2026-07-28 10:37:00-04:00,2026-07-28 15:59:00-04:00,SHORT,3.5558437047,195.8999000000,194.1172284089,671.3100000000,671.4587108095,194.0818325691,195.8735000000,195.8343253000,196.9800000000,197.0193960000,102,19975.1011806000,5.2500000000,1.2500000000,535.5000000000,127.5000000000,0.2380952381,201.1235000000,194.6235000000,FORCED_EOD,322,-112.8630000000,8.0142114000,0.7140000000,8.7282114000,-121.5912114000,-28.2157500000,2.0035528500,0.1785000000,2.1820528500,-30.3978028500
NVDA,NVDA,QQQ,2026-07-29 10:52:00-04:00,2026-07-29 10:53:00-04:00,2026-07-29 12:05:00-04:00,SHORT,2.8258101293,192.3100000000,193.2135210148,668.0100000000,671.0373009483,193.0391892825,192.2900000000,192.2515420000,191.0400000000,191.0782080000,104,19994.1603680000,5.2500000000,1.2500000000,546.0000000000,130.0000000000,0.2380952381,197.5400000000,191.0400000000,TAKE_PROFIT_BRACKET,72,130.0000000000,7.9732640000,0.7280000000,8.7012640000,121.2987360000,32.5000000000,1.9933160000,0.1820000000,2.1753160000,30.3246840000
NVDA,NVDA,QQQ,2026-07-29 14:01:00-04:00,2026-07-29 14:02:00-04:00,2026-07-29 15:34:00-04:00,SHORT,2.8250114724,193.4650000000,192.5308824024,674.4000000000,669.1700928954,192.8318278991,193.4500000000,193.4113100000,192.2000000000,192.2384400000,103,19921.3649300000,5.2500000000,1.2500000000,540.7500000000,128.7500000000,0.2380952381,198.7000000000,192.2000000000,TAKE_PROFIT_BRACKET,92,128.7500000000,7.9443900000,0.7210000000,8.6653900000,120.0846100000,32.1875000000,1.9860975000,0.1802500000,2.1663475000,30.0211525000
NVDA,NVDA,QQQ,2026-07-30 10:56:00-04:00,2026-07-30 10:57:00-04:00,2026-07-30 15:59:00-04:00,LONG,-2.7092990532,194.3000000000,194.6041300529,678.6400000000,679.4242063602,194.5592067796,194.3050000000,194.3438610000,195.1500000000,195.1109700000,102,19823.0738220000,5.2500000000,1.2500000000,535.5000000000,127.5000000000,0.2380952381,189.0550000000,195.5550000000,FORCED_EOD,302,86.1900000000,7.9448820000,0.7140000000,8.6588820000,77.5311180000,21.5475000000,1.9862205000,0.1785000000,2.1647205000,19.3827795000
NVDA,NVDA,QQQ,2026-07-31 12:22:00-04:00,2026-07-31 12:23:00-04:00,2026-07-31 15:59:00-04:00,SHORT,3.5901105043,197.2300000000,197.3157028731,685.6700000000,686.1563486631,197.1792831858,197.2250000000,197.1855550000,200.8100000000,200.8501620000,101,19915.7410550000,5.2500000000,1.2500000000,530.2500000000,126.2500000000,0.2380952381,202.4750000000,195.9750000000,FORCED_EOD,216,-362.0850000000,8.0403070000,0.7070000000,8.7473070000,-370.8323070000,-90.5212500000,2.0100767500,0.1767500000,2.1868267500,-92.7080767500
NVDA,NVDA,QQQ,2026-08-03 11:37:00-04:00,2026-08-03 11:38:00-04:00,2026-08-03 13:19:00-04:00,LONG,-2.7684083082,206.4200000000,203.7221820166,696.4600000000,693.5439048970,204.7300794793,206.4099000000,206.4511819800,207.6599000000,207.6183680200,96,19819.3134700800,5.2500000000,1.2500000000,504.0000000000,120.0000000000,0.2380952381,201.1599000000,207.6599000000,TAKE_PROFIT_BRACKET,101,120.0000000000,7.9501401600,0.6720000000,8.6221401600,111.3778598400,30.0000000000,1.9875350400,0.1680000000,2.1555350400,27.8444649600
NVDA,NVDA,QQQ,2026-08-03 13:19:00-04:00,2026-08-03 13:20:00-04:00,2026-08-03 15:53:00-04:00,SHORT,2.8650348299,207.8600000000,204.5034386775,699.2794000000,694.8494925594,206.0375427784,207.8550000000,207.8134290000,206.6050000000,206.6463210000,96,19950.0891840000,5.2500000000,1.2500000000,504.0000000000,120.0000000000,0.2380952381,213.1050000000,206.6050000000,TAKE_PROFIT_BRACKET,153,120.0000000000,7.9576320000,0.6720000000,8.6296320000,111.3703680000,30.0000000000,1.9894080000,0.1680000000,2.1574080000,27.8425920000
NVDA,NVDA,QQQ,2026-08-03 15:53:00-04:00,2026-08-03 15:54:00-04:00,2026-08-03 15:59:00-04:00,LONG,-2.8094411349,206.4479000000,205.5233098040,700.3300000000,697.0189238894,206.6720874827,206.4300000000,206.4712860000,206.6600000000,206.6186680000,96,19821.2434560000,5.2500000000,1.2500000000,504.0000000000,120.0000000000,0.2380952381,201.1800000000,207.6800000000,FORCED_EOD,5,22.0800000000,7.9313280000,0.6720000000,8.6033280000,13.4766720000,5.5200000000,1.9828320000,0.1680000000,2.1508320000,3.3691680000
NVDA,NVDA,QQQ,2026-08-04 10:48:00-04:00,2026-08-04 10:49:00-04:00,2026-08-04 10:51:00-04:00,SHORT,3.2961297447,211.0000000000,210.5826385555,715.8700000000,713.9683342227,211.1959337064,210.9800000000,210.9378040000,209.7300000000,209.7719460000,94,19828.1535760000,5.2500000000,1.2500000000,493.5000000000,117.5000000000,0.2380952381,216.2300000000,209.7300000000,TAKE_PROFIT_BRACKET,2,117.5000000000,7.9093480000,0.6580000000,8.5673480000,108.9326520000,29.3750000000,1.9773370000,0.1645000000,2.1418370000,27.2331630000
NVDA,NVDA,QQQ,2026-08-04 12:34:00-04:00,2026-08-04 12:35:00-04:00,2026-08-04 13:05:00-04:00,LONG,-2.6750050738,210.0150000000,210.4373977876,720.0100000000,716.0378949100,211.7138347542,210.0110000000,210.0530022000,211.2610000000,211.2187478000,95,19955.0352090000,5.2500000000,1.2500000000,498.7500000000,118.7500000000,0.2380952381,204.7610000000,211.2610000000,TAKE_PROFIT_BRACKET,30,118.7500000000,8.0041680000,0.6650000000,8.6691680000,110.0808320000,29.6875000000,2.0010420000,0.1662500000,2.1672920000,27.5202080000
NVDA,NVDA,QQQ,2026-08-04 14:20:00-04:00,2026-08-04 14:21:00-04:00,2026-08-04 15:59:00-04:00,SHORT,3.5375146759,212.1201000000,210.6565224190,723.6500000000,717.9125901602,212.4973407995,212.1300000000,212.0875740000,211.8600000000,211.9023720000,94,19936.2319560000,5.2500000000,1.2500000000,493.5000000000,117.5000000000,0.2380952381,217.3800000000,210.8800000000,FORCED_EOD,98,25.3800000000,7.9710120000,0.6580000000,8.6290120000,16.7509880000,6.3450000000,1.9927530000,0.1645000000,2.1572530000,4.1877470000
NVDA,NVDA,QQQ,2026-08-05 10:53:00-04:00,2026-08-05 10:54:00-04:00,2026-08-05 11:12:00-04:00,LONG,-2.5125240165,218.4350000000,220.1419320444,721.8200000000,725.5350284737,218.9766506517,218.4450000000,218.4886890000,219.6950000000,219.6510610000,91,19882.4706990000,5.2500000000,1.2500000000,477.7500000000,113.7500000000,0.2380952381,213.1950000000,219.6950000000,TAKE_PROFIT_BRACKET,18,113.7500000000,7.9741480000,0.6370000000,8.6111480000,105.1388520000,28.4375000000,1.9935370000,0.1592500000,2.1527870000,26.2847130000
NVDA,NVDA,QQQ,2026-08-05 12:24:00-04:00,2026-08-05 12:25:00-04:00,2026-08-05 15:59:00-04:00,SHORT,2.6301702730,220.7100000000,219.9479595412,721.1550000000,724.1249684734,219.0153872014,220.7130000000,220.6688574000,219.4630000000,219.5068926000,90,19860.1971660000,5.2500000000,1.2500000000,472.5000000000,112.5000000000,0.2380952381,225.9630000000,219.4630000000,TAKE_PROFIT_BRACKET,214,112.5000000000,7.9231680000,0.6300000000,8.5531680000,103.9468320000,28.1250000000,1.9807920000,0.1575000000,2.1382920000,25.9867080000
NVDA,NVDA,QQQ,2026-08-06 12:07:00-04:00,2026-08-06 12:08:00-04:00,2026-08-06 15:59:00-04:00,SHORT,2.7281583778,218.1350000000,220.4388809169,715.2700000000,715.7238912661,220.4109217321,218.1500000000,218.1063700000,218.9900000000,219.0337980000,91,19847.6796700000,5.2500000000,1.2500000000,477.7500000000,113.7500000000,0.2380952381,223.4000000000,216.9000000000,FORCED_EOD,231,-76.4400000000,7.9559480000,0.6370000000,8.5929480000,-85.0329480000,-19.1100000000,1.9889870000,0.1592500000,2.1482370000,-21.2582370000
NVDA,NVDA,QQQ,2026-08-07 11:25:00-04:00,2026-08-07 11:26:00-04:00,2026-08-07 12:07:00-04:00,SHORT,3.1609889162,224.5250000000,222.7055906042,722.4450000000,720.2421692057,222.8418177661,224.5200000000,224.4750960000,223.2700000000,223.3146540000,89,19978.2835440000,5.2500000000,1.2500000000,467.2500000000,111.2500000000,0.2380952381,229.7700000000,223.2700000000,TAKE_PROFIT_BRACKET,41,111.2500000000,7.9706620000,0.6230000000,8.5936620000,102.6563380000,27.8125000000,1.9926655000,0.1557500000,2.1484155000,25.6640845000
NVDA,NVDA,QQQ,2026-08-07 14:51:00-04:00,2026-08-07 14:52:00-04:00,2026-08-07 15:59:00-04:00,SHORT,2.8387896351,222.3200000000,222.7592566741,720.0300000000,720.7582253636,222.7142432604,222.3299000000,222.2854340200,223.9000000000,223.9447800000,89,19783.4036277800,5.2500000000,1.2500000000,467.2500000000,111.2500000000,0.2380952381,227.5799000000,221.0799000000,FORCED_EOD,67,-139.7389000000,7.9428922200,0.6230000000,8.5658922200,-148.3047922200,-34.9347250000,1.9857230550,0.1557500000,2.1414730550,-37.0761980550
NVDA,NVDA,QQQ,2026-08-10 12:00:00-04:00,2026-08-10 12:01:00-04:00,2026-08-10 12:29:00-04:00,SHORT,2.7019795434,219.8050000000,221.0122650575,723.5100000000,722.7811990194,221.0568356567,219.8100000000,219.7660380000,218.5600000000,218.6037120000,91,19998.7094580000,5.2500000000,1.2500000000,477.7500000000,113.7500000000,0.2380952381,225.0600000000,218.5600000000,TAKE_PROFIT_BRACKET,28,113.7500000000,7.9783340000,0.6370000000,8.6153340000,105.1346660000,28.4375000000,1.9945835000,0.1592500000,2.1538335000,26.2836665000
NVDA,NVDA,QQQ,2026-08-10 12:31:00-04:00,2026-08-10 12:32:00-04:00,2026-08-10 15:03:00-04:00,LONG,-2.6109083900,217.9001000000,220.7651364817,720.8200000000,722.7817448362,220.6452981295,217.9500000000,217.9935900000,219.2000000000,219.1561600000,91,19837.4166900000,5.2500000000,1.2500000000,477.7500000000,113.7500000000,0.2380952381,212.7000000000,219.2000000000,TAKE_PROFIT_BRACKET,151,113.7500000000,7.9561300000,0.6370000000,8.5931300000,105.1568700000,28.4375000000,1.9890325000,0.1592500000,2.1482825000,26.2892175000
NVDA,NVDA,QQQ,2026-08-10 15:03:00-04:00,2026-08-10 15:04:00-04:00,2026-08-10 15:52:00-04:00,SHORT,2.9373527238,219.2250000000,219.7901098000,722.0500000000,722.4164786079,219.7678100946,219.2250000000,219.1811550000,217.9750000000,218.0185950000,91,19945.4851050000,5.2500000000,1.2500000000,477.7500000000,113.7500000000,0.2380952381,224.4750000000,217.9750000000,TAKE_PROFIT_BRACKET,48,113.7500000000,7.9570400000,0.6370000000,8.5940400000,105.1559600000,28.4375000000,1.9892600000,0.1592500000,2.1485100000,26.2889900000
NVDA,NVDA,QQQ,2026-08-10 15:52:00-04:00,2026-08-10 15:53:00-04:00,2026-08-10 15:59:00-04:00,LONG,-3.7470364930,217.9400000000,219.7008268246,720.7300000000,722.3131492988,219.6045197837,217.9400000000,217.9835880000,217.5600000000,217.5164880000,91,19836.5065080000,5.2500000000,1.2500000000,477.7500000000,113.7500000000,0.2380952381,212.6900000000,219.1900000000,FORCED_EOD,6,-34.5800000000,7.9261000000,0.6370000000,8.5631000000,-43.1431000000,-8.6450000000,1.9815250000,0.1592500000,2.1407750000,-10.7857750000
NVDA,NVDA,QQQ,2026-08-11 10:55:00-04:00,2026-08-11 10:56:00-04:00,2026-08-11 11:14:00-04:00,SHORT,2.9528421535,220.1100000000,219.9278741023,722.1200000000,720.7866284252,220.1232829482,220.1150000000,220.0709770000,218.8650000000,218.9087730000,90,19806.3879300000,5.2500000000,1.2500000000,472.5000000000,112.5000000000,0.2380952381,225.3650000000,218.8650000000,TAKE_PROFIT_BRACKET,18,112.5000000000,7.9016400000,0.6300000000,8.5316400000,103.9683600000,28.1250000000,1.9754100000,0.1575000000,2.1329100000,25.9920900000
