date,NVDA,MSFT,AAPL,AMZN,GOOGL,META,AVGO,TSLA,AMD
2026-05-21,-0.0000498753,-0.0004345103,0.0022318969,-0.0007447105,0.0003222836,-0.0028133466,-0.0006686765,0.0001907034,-0.0021463510
2026-05-22,0.0033678635,0.0007215619,-0.0008836954,0.0016804808,-0.0028925933,0.0006235117,0.0016622741,-0.0012485258,-0.0016341150
2026-05-26,0.0010204909,0.0010251081,-0.0011396365,-0.0017419302,0.0007832478,-0.0015091338,0.0008595581,0.0018539978,-0.0022316719
2026-05-27,-0.0020249478,0.0010152319,0.0000247437,0.0014219609,-0.0009591565,-0.0010430402,-0.0006183076,-0.0001048977,-0.0025080470
2026-05-28,0.0010767670,-0.0004865126,0.0006452634,0.0008023679,0.0002994098,-0.0001149063,0.0001805417,0.0005248935,0.0007314910
2026-05-29,0.0005768996,-0.0028667489,0.0002420954,0.0009398852,0.0019924726,0.0017620127,0.0011532153,0.0048052428,-0.0041286824
2026-06-01,-0.0023549715,0.0002898101,-0.0017817581,0.0017176271,0.0005575388,-0.0029886915,0.0023344296,0.0029853494,0.0023050393
2026-06-02,0.0003531627,0.0012806451,-0.0024822104,-0.0043585696,-0.0006873713,-0.0027171173,-0.0043602286,-0.0016665363,-0.0045522966
2026-06-03,0.0004724402,-0.0003233501,-0.0018908294,-0.0000305224,0.0001443778,-0.0018434554,0.0017014458,0.0051797426,0.0020274973
2026-06-04,0.0004919341,0.0000651268,-0.0001609651,0.0008903497,0.0014563273,-0.0003590909,-0.0063059484,0.0009659252,-0.0008040390
2026-06-05,0.0020447107,0.0024370684,-0.0020040525,-0.0041232298,-0.0017451453,-0.0017251190,0.0029554591,0.0006333981,0.0038762655
2026-06-08,0.0004099227,-0.0001736342,0.0006644366,0.0000239330,-0.0001302318,0.0011298406,0.0024723874,-0.0028074589,-0.0006705846
2026-06-09,-0.0042616205,-0.0019938394,0.0003912259,0.0001747195,0.0001893001,0.0015034261,-0.0153183458,-0.0029090153,-0.0042760890
2026-06-10,0.0012877780,0.0029952740,0.0004666473,0.0002530321,-0.0015650807,-0.0045512067,0.0008407984,0.0016555525,-0.0000668149
2026-06-11,0.0045537515,-0.0004094708,-0.0017729441,-0.0025655922,-0.0031596664,0.0034515414,0.0022100351,-0.0077706949,0.0015565552
2026-06-12,0.0002434816,-0.0025639204,0.0006639194,-0.0020831194,0.0031794059,0.0006836590,0.0011912462,0.0034859989,-0.0008176512
2026-06-15,0.0031063560,-0.0002459725,0.0001101842,0.0001292849,0.0023182676,0.0002968611,-0.0001287547,0.0012571498,0.0022790941
2026-06-16,-0.0005805602,0.0006028430,-0.0007313124,0.0008379832,-0.0008175418,0.0010645648,-0.0039827549,0.0019057459,-0.0020073920
2026-06-17,0.0033659464,0.0031161540,-0.0019595807,0.0001717863,0.0036742457,-0.0050281366,0.0022952730,0.0033155232,-0.0037341931
2026-06-18,0.0011785463,-0.0013160721,0.0016081767,0.0000004121,-0.0022794091,0.0029983974,-0.0008596762,-0.0003173755,0.0027987251
2026-06-22,-0.0014399236,-0.0009607837,-0.0023353097,0.0019542078,-0.0003003662,0.0004988879,0.0017177320,0.0052325184,-0.0014221332
2026-06-23,0.0003617512,0.0006141115,-0.0020940100,0.0009766823,-0.0004052428,-0.0026716788,-0.0030040479,-0.0011960354,0.0007395347
2026-06-24,0.0006245139,-0.0037919274,0.0026699165,-0.0045872407,-0.0014577108,-0.0011517464,0.0033967324,-0.0015430574,-0.0008174400
2026-06-25,0.0021315226,-0.0016326971,0.0011464573,0.0018229220,0.0001847416,0.0020799302,-0.0012137658,-0.0004490086,-0.0016039377
2026-06-26,0.0012006113,0.0015984794,-0.0006817728,0.0003467268,-0.0014247697,-0.0050276938,-0.0002449597,-0.0011968757,0.0020761581
2026-06-29,0.0008088776,-0.0055340220,-0.0006137971,0.0018679815,-0.0002721992,-0.0011541407,-0.0001515535,-0.0089390850,0.0004812364
2026-06-30,-0.0012366740,0.0012213108,-0.0006296098,0.0028565911,-0.0015065072,0.0003235217,-0.0000730510,0.0048733792,-0.0035273111
2026-07-01,-0.0002737049,-0.0004033151,-0.0003549533,0.0009397528,0.0034087212,-0.0023410029,-0.0001402483,0.0010521916,0.0016406090
2026-07-02,0.0014322741,-0.0005674556,-0.0020345962,-0.0007774024,-0.0006341295,-0.0009930013,-0.0029387848,0.0024032722,0.0006804010
2026-07-06,0.0021734371,-0.0007351630,-0.0022767303,-0.0022888829,-0.0001280102,-0.0027212592,0.0008019462,-0.0055452634,0.0025907973
2026-07-07,-0.0017862414,-0.0016744096,0.0012967303,-0.0015637277,-0.0012889438,-0.0018414029,-0.0020760721,0.0012133963,-0.0015119124
2026-07-08,-0.0034638274,0.0007904603,-0.0002030276,-0.0012964512,-0.0017632567,0.0024120907,0.0010695108,-0.0014606543,-0.0015416262
2026-07-09,0.0002406201,-0.0028806211,-0.0014005215,-0.0007410877,-0.0039035670,-0.0044566365,-0.0018083770,-0.0073984456,0.0012929839
2026-07-10,-0.0006377996,-0.0009104253,-0.0019506375,-0.0003120023,-0.0018994075,-0.0002740088,-0.0008283490,-0.0011469198,-0.0000259325
2026-07-13,-0.0028406150,-0.0019291688,0.0002189428,0.0023354245,-0.0007830917,0.0009623052,0.0037228446,-0.0004923800,-0.0026078725
2026-07-14,-0.0023856704,0.0011110636,-0.0002160434,0.0000964418,-0.0000545505,0.0022305030,-0.0024617840,0.0002098465,-0.0017399415
2026-07-15,-0.0030443597,0.0014820610,-0.0008190867,-0.0002566294,-0.0016051425,-0.0017657323,-0.0027201472,0.0031599740,-0.0004738065
2026-07-16,0.0022394040,-0.0008885650,-0.0008640528,-0.0031698049,0.0010843317,0.0007175650,0.0031709779,0.0011530190,-0.0046197905
2026-07-17,0.0027278548,0.0020253625,-0.0014887426,0.0022315784,-0.0023858159,0.0013853938,0.0006277299,0.0004476514,-0.0000918639
2026-07-20,0.0004835300,-0.0045356115,0.0015389397,-0.0020570496,-0.0002812314,-0.0010434977,-0.0019234758,-0.0020699606,-0.0030398189
2026-07-21,0.0006506604,-0.0004756065,-0.0004789008,0.0013613072,0.0000839717,0.0017582838,0.0002135064,-0.0001734309,0.0006292458
2026-07-22,-0.0064898348,-0.0004758086,-0.0010961798,0.0001294386,-0.0018744952,0.0018282885,-0.0048191256,-0.0017738610,-0.0001316461
2026-07-23,-0.0012194342,-0.0015558183,0.0006476557,-0.0002000977,-0.0021908283,0.0005537416,0.0005947345,0.0041878367,0.0020086619
2026-07-24,-0.0005268192,-0.0011440541,-0.0005700996,0.0010504781,0.0003998715,0.0029201797,-0.0009412281,0.0006835456,0.0016374331
2026-07-27,0.0015182270,0.0020982380,0.0013181944,-0.0014147443,-0.0007247026,-0.0011594022,0.0019296274,-0.0007109709,0.0015344030
2026-07-28,-0.0012159121,0.0027997295,0.0023610308,0.0018632198,-0.0033092300,0.0033074589,0.0012870931,0.0005006222,-0.0000231874
2026-07-29,0.0024138335,0.0011402755,-0.0018226871,0.0019786811,0.0001780289,-0.0028136419,-0.0004588355,-0.0018855448,-0.0044061836
2026-07-30,0.0007753112,-0.0017537008,0.0016200144,-0.0010139468,-0.0016544788,0.0008979330,0.0017178911,-0.0021871856,0.0014953892
2026-07-31,-0.0037083231,-0.0029075422,-0.0016824301,0.0015623424,-0.0006132358,-0.0013087181,-0.0020052965,-0.0028473861,-0.0023978180
2026-08-03,0.0023622490,-0.0010235670,-0.0005547445,0.0015809976,-0.0008274133,0.0021571308,0.0022322700,-0.0000842196,0.0014139432
2026-08-04,0.0023576447,-0.0012558996,-0.0018688876,0.0012376124,-0.0003564549,0.0000197567,0.0008206891,0.0024844629,-0.0022221697
2026-08-05,0.0020908568,0.0012829320,-0.0012422438,0.0009877745,-0.0035351079,-0.0023613064,0.0013535873,0.0014410739,0.0007576718
2026-08-06,-0.0008503295,-0.0009613634,0.0014966387,-0.0004131873,-0.0003276373,0.0013705114,0.0012921104,0.0001024538,-0.0003723336
2026-08-07,-0.0004564845,0.0017636182,-0.0000959641,0.0020505312,-0.0000608653,-0.0011531791,0.0013266239,-0.0003170988,0.0007593290
2026-08-10,0.0027230440,-0.0013572164,-0.0007573104,-0.0020813226,-0.0015673381,-0.0003012214,0.0008094875,0.0003603000,-0.0016346182
2026-08-11,0.0020913105,-0.0005433765,0.0011476796,-0.0007490428,-0.0031692430,-0.0000612242,0.0026107166,0.0004440336,-0.0017435964
2026-08-12,0.0013858065,0.0005140520,0.0010605790,-0.0003615995,0.0024192218,0.0017071713,-0.0013178546,0.0013035547,-0.0015994395
2026-08-13,0.0010260650,-0.0007464272,0.0006961604,-0.0010323802,0.0021658121,-0.0001736687,-0.0017459748,-0.0032167118,0.0006930768
2026-08-14,0.0031253024,-0.0008341792,-0.0005650086,0.0000185998,-0.0001768864,0.0014759210,0.0005895763,0.0040453149,-0.0025669119
2026-08-17,-0.0010359642,0.0015518299,0.0010927059,0.0006819267,0.0010009280,-0.0035468807,0.0011602715,0.0004289706,-0.0007981395
2026-08-18,0.0000956592,0.0000943582,-0.0019660821,-0.0012504271,-0.0008089132,0.0009086496,-0.0004856015,0.0000255039,-0.0002231550
2026-08-19,0.0013804720,0.0010469928,0.0006655811,0.0002348221,-0.0000509962,-0.0022380026,0.0001088560,-0.0065802206,0.0031691244
2026-08-20,0.0022384610,0.0005334708,0.0036965136,0.0010716616,0.0004245177,0.0012289813,0.0005073910,-0.0014352947,0.0012490132
2026-08-21,-0.0003799306,0.0000000000,-0.0010054758,-0.0008321005,-0.0011709951,0.0006966929,0.0009212357,-0.0043347550,0.0000025374
